Nr,Event,Participant,TaskID,Reaction.Time,Audio,Voice,Type,Sentence,Noise,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location
2582,177,6772f2f973632e9abc06ff3b,task-ic2w,4421.4,voice_08_clone_029_-3dB.mp3,9,clone,29,-3dB,the sofa cushion is red and of light weight,sofa,cushion,red,light,weight,Sofa light,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2593,188,6772f2f973632e9abc06ff3b,task-ic2w,7434.6,voice_11_clone_031_-3dB.mp3,11,clone,31,-3dB,steam hissed from the broken valve,steam,hissed,from,broken,valve,Steve missed from the broken balcony,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2597,192,6772f2f973632e9abc06ff3b,task-ic2w,10828,voice_04_clone_035_-3dB.mp3,4,clone,35,-3dB,acid burns holes in wool cloth,acid,burns,holes,wool,cloth,Acid holes burn ,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2606,201,6772f2f973632e9abc06ff3b,task-ic2w,11600.3,voice_03_clone_024_-3dB.mp3,3,clone,24,-3dB,bring your problems to the wise chief,bring,your,problems,wise,chief,Bring your conference to the wide tube,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2607,202,6772f2f973632e9abc06ff3b,task-ic2w,12851.4,voice_10_clone_020_0dB.mp3,10,clone,20,0dB,thieves who rob friends deserve jail,thieves,rob,friends,deserve,jail,Thieves don't deserve jeff,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2610,205,6772f2f973632e9abc06ff3b,task-ic2w,4333.2,voice_10_clone_040_-3dB.mp3,10,clone,40,-3dB,a blue crane is a tall wading bird,blue,crane,tall,wading,bird,The blue crane,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2612,207,6772f2f973632e9abc06ff3b,task-ic2w,7561.9,voice_06_clone_036_-3dB.mp3,6,clone,36,-3dB,fairy tales should be fun to write,fairy,tales,should,fun,write,Fairy toes are fun to watch,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2615,210,6772f2f973632e9abc06ff3b,task-ic2w,13305.3,voice_07_human_057_-6dB.mp3,7,human,57,-6dB,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,The fire nozzle is of the wide variety,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2628,223,6772f2f973632e9abc06ff3b,task-ic2w,4586.9,voice_11_human_041_-6dB.mp3,11,human,41,-6dB,the wreck occurred by the bank on main street,h+AD49,occurred,bank,main,street,The bank mains,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2633,228,6772f2f973632e9abc06ff3b,task-ic2w,7292.4,voice_01_human_053_-6dB.mp3,1,human,53,-6dB,find the twin who stole the pearl necklace014,find,twin,stole,pearl,necklace,Find twin scold ,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2634,229,6772f2f973632e9abc06ff3b,task-ic2w,3323.5,voice_08_human_048_-6dB.mp3,8,human,48,-6dB,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,Yell back,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2635,230,6772f2f973632e9abc06ff3b,task-ic2w,7426.8,voice_03_human_044_-6dB.mp3,3,human,44,-6dB,some ads serve to cheat buyers,some,ads,serve,cheat,buyers,Some arse served ,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2640,235,6772f2f973632e9abc06ff3b,task-ic2w,9757.5,voice_03_human_054_-6dB.mp3,3,human,54,-6dB,the tube was blown and the tire flat and useless,tube,blown,tire,flat,useless,The tube was blown endlessness ,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2648,243,6772f2f973632e9abc06ff3b,task-ic2w,6373.6,voice_12_human_042_-6dB.mp3,12,human,42,-6dB,a pencil with black lead writes best,pencil,black,lead,writes,best,A pencil blackbird ,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2653,248,6772f2f973632e9abc06ff3b,task-ic2w,5676,voice_04_human_045_-6dB.mp3,4,human,45,-6dB,jerk the rope and the bell rings weakly,jerk,rope,bell,rings,weakly,Jack the boat rings the bell,2,0.4,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2661,671,6773be8d69dba9ebba4102f4,task-gnqv,7075,voice_06_human_004_0dB.mp3,6,human,4,0dB,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,she twisted and turned on the bed roll,2,0.4,Female,34,United Kingdom,2025-05-27T11:50:58.030000Z,1765,85,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2664,674,6773be8d69dba9ebba4102f4,task-gnqv,12777.4,voice_11_human_039_-3dB.mp3,11,human,39,-3dB,float the soap on top of the bath water,float,soap,top,bath,water,float the soap on the tea barnacle,2,0.4,Female,34,United Kingdom,2025-05-27T11:50:58.030000Z,1765,85,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2670,680,6773be8d69dba9ebba4102f4,task-gnqv,4960.7,voice_12_human_030_-3dB.mp3,12,human,30,-3dB,at that high level the air is pure,at,high,level,air,pure,that my level yeah is good,2,0.4,Female,34,United Kingdom,2025-05-27T11:50:58.030000Z,1765,85,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2675,685,6773be8d69dba9ebba4102f4,task-gnqv,11034.8,voice_03_human_022_-3dB.mp3,3,human,22,-3dB,a cramp is no small danger on a swim,cramp,small,danger,on,swim,a ground is no small danger whatsoever,2,0.4,Female,34,United Kingdom,2025-05-27T11:50:58.030000Z,1765,85,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2684,694,6773be8d69dba9ebba4102f4,task-gnqv,12255.3,voice_06_human_034_-3dB.mp3,6,human,34,-3dB,the new girl was fired today at noon,new,girl,fired,today,noon,the new girl is flying to her honeymoon,2,0.4,Female,34,United Kingdom,2025-05-27T11:50:58.030000Z,1765,85,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2689,699,6773be8d69dba9ebba4102f4,task-gnqv,3605.1,voice_07_human_035_-3dB.mp3,7,human,35,-3dB,acid burns holes in wool cloth,acid,burns,holes,wool,cloth,acid burns an oil,2,0.4,Female,34,United Kingdom,2025-05-27T11:50:58.030000Z,1765,85,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2714,724,6773be8d69dba9ebba4102f4,task-gnqv,7288.2,voice_06_clone_044_-6dB.mp3,6,clone,44,-6dB,some ads serve to cheat buyers,some,ads,serve,cheat,buyers,someone served a cheap wireless,2,0.4,Female,34,United Kingdom,2025-05-27T11:50:58.030000Z,1765,85,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2720,730,6773be8d69dba9ebba4102f4,task-gnqv,6793.9,voice_08_clone_047_-6dB.mp3,9,clone,47,-6dB,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and come in the back garden,2,0.4,Female,34,United Kingdom,2025-05-27T11:50:58.030000Z,1765,85,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2734,744,6773be8d69dba9ebba4102f4,task-gnqv,3228.5,voice_01_clone_051_-6dB.mp3,1,clone,51,-6dB,the rude laugh filled the empty room,rude,laugh,filled,empty,room,rooms laugh,2,0.4,Female,34,United Kingdom,2025-05-27T11:50:58.030000Z,1765,85,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2750,511,6773d0e0861b7f105b098899,task-opad,7195.3,voice_07_human_008_-3dB.mp3,7,human,8,-3dB,the wide road shimmered in the hot sun,wide,road,shimmered,hot,sun,shimmered in the     sun,2,0.4,Female,32,United Kingdom,2025-05-14T09:48:23.654000Z,1821,164,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)"
2752,513,6773d0e0861b7f105b098899,task-opad,9492.8,voice_12_human_013_-3dB.mp3,12,human,13,-3dB,see the cat glaring at the scared mouse,see,cat,glaring,scared,mouse,the cat glaring at the scarecrow,2,0.4,Female,32,United Kingdom,2025-05-14T09:48:23.654000Z,1821,164,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)"
2764,525,6773d0e0861b7f105b098899,task-opad,4618.3,voice_01_human_014_-3dB.mp3,1,human,14,-3dB,the grass curled around the fence post,grass,curled,around,fence,post,curled around the,2,0.4,Female,32,United Kingdom,2025-05-14T09:48:23.654000Z,1821,164,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)"
2768,529,6773d0e0861b7f105b098899,task-opad,4228.3,voice_03_human_015_-3dB.mp3,3,human,15,-3dB,men strive but seldom get rich,men,strive,seldom,get,rich,the men strive,2,0.4,Female,32,United Kingdom,2025-05-14T09:48:23.654000Z,1821,164,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)"
2775,536,6773d0e0861b7f105b098899,task-opad,7051.9,voice_11_human_032_-6dB.mp3,11,human,32,-6dB,there was a sound of dry leaves outside,there,sound,dry,leaves,outside,there was a sound,2,0.4,Female,32,United Kingdom,2025-05-14T09:48:23.654000Z,1821,164,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)"
2795,556,6773d0e0861b7f105b098899,task-opad,7327.6,voice_01_clone_044_3dB.mp3,1,clone,44,3dB,some ads serve to cheat buyers,some,ads,serve,cheat,buyers,served to cheap buyers,2,0.4,Female,32,United Kingdom,2025-05-14T09:48:23.654000Z,1821,164,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)"
2816,577,6773d0e0861b7f105b098899,task-opad,8175.9,voice_08_clone_080_0dB.mp3,9,clone,80,0dB,the screen before the fire kept in the sparks,screen,before,fire,kept,sparks,"he screamed 
the fire kept ",2,0.4,Female,32,United Kingdom,2025-05-14T09:48:23.654000Z,1821,164,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)"
2827,256,6773e0c2bb0187b6ecc2c835,task-zsef,6738,voice_11_human_004_0dB.mp3,11,human,4,0dB,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,they twisted and turned on the bench,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2831,260,6773e0c2bb0187b6ecc2c835,task-zsef,4151,voice_03_human_007_0dB.mp3,3,human,7,0dB,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2833,262,6773e0c2bb0187b6ecc2c835,task-zsef,7011,voice_03_human_027_-3dB.mp3,3,human,27,-3dB,the coffee stand is too high for the couch,coffee,stand,too,high,couch,understand too much information,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2838,267,6773e0c2bb0187b6ecc2c835,task-zsef,4073,voice_08_human_001_0dB.mp3,8,human,1,0dB,rice is often served in round bowls,rice,often,served,round,bowls,price is often said,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2839,268,6773e0c2bb0187b6ecc2c835,task-zsef,3913,voice_11_human_034_-3dB.mp3,11,human,34,-3dB,the new girl was fired today at noon,new,girl,fired,today,noon,a new girl was,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2842,271,6773e0c2bb0187b6ecc2c835,task-zsef,4913,voice_06_human_019_0dB.mp3,6,human,19,0dB,add the sum to the product of these three,add,sum,product,these,three,at the start of the three,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2846,275,6773e0c2bb0187b6ecc2c835,task-zsef,3341,voice_06_human_039_-3dB.mp3,6,human,39,-3dB,float the soap on top of the bath water,float,soap,top,bath,water,bath water,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2868,297,6773e0c2bb0187b6ecc2c835,task-zsef,9393,voice_08_clone_072_3dB.mp3,9,clone,72,3dB,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,the blade cuts the trees and wood,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2877,306,6773e0c2bb0187b6ecc2c835,task-zsef,4903,voice_11_clone_054_-6dB.mp3,11,clone,54,-6dB,the tube was blown and the tire flat and useless,tube,blown,tire,flat,useless,the tube was blown ,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2880,309,6773e0c2bb0187b6ecc2c835,task-zsef,4952,voice_10_clone_043_-6dB.mp3,10,clone,43,-6dB,they floated on the raft to sun their white backs,floated,raft,sun,white,backs,they floated on the raft,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2882,311,6773e0c2bb0187b6ecc2c835,task-zsef,5205,voice_04_clone_058_-6dB.mp3,4,clone,58,-6dB,men think and plan and sometimes act,men,think,plan,sometimes,act,men weep and sometimes and,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2884,313,6773e0c2bb0187b6ecc2c835,task-zsef,6063,voice_08_clone_052_-6dB.mp3,9,clone,52,-6dB,the horse trotted around the field at a brisk pace,horse,trotted,field,brisk,pace,the horse trotted around,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2885,314,6773e0c2bb0187b6ecc2c835,task-zsef,2723,voice_04_clone_048_-6dB.mp3,4,clone,48,-6dB,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,yell back,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2893,322,6773e0c2bb0187b6ecc2c835,task-zsef,3427,voice_01_clone_046_-6dB.mp3,1,clone,46,-6dB,add salt before you fry the egg,add,salt,before,fry,egg,add salt,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2894,323,6773e0c2bb0187b6ecc2c835,task-zsef,6515,voice_03_clone_047_-6dB.mp3,3,clone,47,-6dB,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and come with us,2,0.4,Female,35,United Kingdom,2025-05-27T11:04:46.328000Z,1700,68,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2926,604,67766db6d5f664c343ae5808,task-yg5q,8176.7,voice_03_human_038_-6dB.mp3,3,human,38,-6dB,there the flood mark is ten inches,there,flood,mark,ten,inches,there the blood mark is staining ,2,0.4,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2935,613,67766db6d5f664c343ae5808,task-yg5q,7715.5,voice_08_human_032_-6dB.mp3,8,human,32,-6dB,there was a sound of dry leaves outside,there,sound,dry,leaves,outside,there was a sound in brionys ears ,2,0.4,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2936,614,67766db6d5f664c343ae5808,task-yg5q,7075.5,voice_07_human_031_-6dB.mp3,7,human,31,-6dB,steam hissed from the broken valve,steam,hissed,from,broken,valve,steve hissed at the broken bell,2,0.4,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2937,615,67766db6d5f664c343ae5808,task-yg5q,13255.7,voice_04_human_039_-6dB.mp3,4,human,39,-6dB,float the soap on top of the bath water,float,soap,top,bath,water,take the safe on top of the bath tub,2,0.4,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2938,616,67766db6d5f664c343ae5808,task-yg5q,8269.4,voice_07_human_021_-6dB.mp3,7,human,21,-6dB,the wharf could be seen at the farther shore,wharf,could,seen,farther,shore,the wolf could be seen to be unsure,2,0.4,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2940,618,67766db6d5f664c343ae5808,task-yg5q,10891.8,voice_01_human_017_-3dB.mp3,1,human,17,-3dB,the bill was paid every third week,bill,paid,every,third,week,the bill was paid evenly,2,0.4,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2943,621,67766db6d5f664c343ae5808,task-yg5q,7189.3,voice_06_human_020_-3dB.mp3,6,human,20,-3dB,thieves who rob friends deserve jail,thieves,rob,friends,deserve,jail,even good friends deserve change,2,0.4,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
2994,8,6776fdc5d7a018d7d4b62f26,task-opad,11463.3,voice_03_human_025_-3dB.mp3,3,human,25,-3dB,we frown when events take a bad turn,frown,events,take,bad,turn,we frown to take pleasure in crown,2,0.4,Female,31,United Kingdom,2025-05-27T08:44:39.769000Z,1889,98,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)"
2995,9,6776fdc5d7a018d7d4b62f26,task-opad,13935.2,voice_08_human_020_0dB.mp3,9,human,20,0dB,thieves who rob friends deserve jail,thieves,rob,friends,deserve,jail,those who rot deserve jail,2,0.4,Female,31,United Kingdom,2025-05-27T08:44:39.769000Z,1889,98,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)"
